Y,X,Z
-178,-47,-5
-178,-46,-5
-179,-47,-4
-178,-46,-4
-176,-45,-4
-179,-45,-5
-178,-45,-4
171,-28,0
172,-39,0
174,-33,0
172,12,-3
172,2,-4
-166,-32,-6
-162,-34,-11
0,0,0
-171,-46,-8
-170,-43,-9
-170,-44,-10
-169,-47,-11
-168,-43,-11
-167,-43,-13
-171,-43,-10
-168,-50,-11
-168,-45,-11
-168,-48,-12
-169,-46,-11
-173,-46,-8
-174,-45,-8
-176,-43,-6
-174,-44,-8
-178,-42,-5
-179,-42,-5
178,-39,-4
-178,-48,-6
-178,-47,-7
179,-45,-7
179,-43,-7
179,-43,-7
-179,-46,-7
178,-46,-5
179,-43,-5
179,-45,-5
179,-43,-4
-179,-47,-4
179,-48,-3
179,-45,-3
-179,-44,-4
179,-47,-3
179,-45,-3
-178,-46,-4
-179,-47,-2
-179,-48,-2
179,-46,-2
179,-47,-1
179,-46,-2
179,-47,-1
179,-46,-2
179,-48,-2
177,-44,-1
179,-46,-2
178,-46,-1
179,-46,-2
177,-46,-1
178,-44,-1
179,-46,-1
179,-47,-1
-179,-49,-1
179,-46,0
-179,-46,-1
-179,-47,-1
-179,-45,-1
-179,-46,-2
179,-46,-2
-179,-47,-3
-179,-47,-2
179,-44,-2
179,-44,-2
179,-47,-2
179,-45,-3
179,-46,-2
178,-44,-2
179,-46,-3
178,-45,-3
178,-44,-4
177,-42,-2
-178,-43,-4
179,-41,-4
178,-41,-4
-179,-43,-5
-179,-40,-4
-178,-45,-5
-179,-43,-6
-177,-46,-6
-177,-46,-5
-178,-47,-5
-178,-44,-5
178,-39,-4
-179,-43,-5
-176,-44,-7
-178,-43,-7
-177,-42,-7
-179,-41,-6
-178,-41,-7
-178,-44,-7
-177,-43,-8
-179,-43,-8
-179,-45,-7
-179,-43,-8
-177,-45,-9
-179,-43,-8
-177,-44,-9
-179,-43,-8
-177,-45,-10
-179,-43,-9
178,-43,-7
-178,-42,-9
179,-45,-9
-179,-44,-9
-178,-43,-9
-178,-44,-9
-178,-43,-10
-179,-39,-10
179,-43,-9
-178,-41,-10
-179,-41,-10
-178,-42,-10
-179,-41,-10
-178,-43,-9
179,-42,-10
-179,-39,-9
-179,-41,-9
179,-40,-8
179,-42,-9
-179,-41,-9
-179,-41,-8
179,-39,-7
-179,-42,-8
179,-40,-7
-179,-40,-7
178,-40,-6
179,-40,-7
178,-40,-7
179,-41,-7
-178,-40,-9
-178,-41,-9
179,-41,-8
178,-41,-8
178,-43,-9
-179,-41,-11
-179,-42,-11
-179,-44,-12
-178,-44,-12
179,-42,-13
-179,-42,-13
-179,-42,-12
-177,-43,-11
-177,-44,-11
-177,-44,-11
-179,-42,-8
-178,-43,-7
-178,-45,-7
-178,-42,-7
-175,-44,-7
-176,-42,-8
-175,-45,-8
-176,-45,-8
-176,-43,-10
-175,-43,-10
-175,-42,-11
-173,-43,-11
-174,-43,-10
-174,-40,-9
-175,-42,-8
-174,-45,-9
-174,-42,-10
-173,-44,-11
-174,-43,-11
-175,-43,-11
-175,-45,-11
-174,-46,-11
-173,-47,-11
-174,-46,-11
-173,-47,-11
-176,-47,-9
-175,-47,-8
-176,-47,-7
-175,-47,-9
-175,-48,-9
-177,-46,-7
-176,-48,-9
-177,-47,-8
-178,-47,-7
-178,-45,-9
-176,-46,-8
-178,-46,-8
-176,-48,-8
-178,-48,-7
-178,-46,-7
-177,-48,-7
-176,-48,-7
-175,-47,-8
-176,-47,-7
-175,-44,-7
-174,-36,-9
-175,-40,-7
-173,-32,-10
-173,-34,-11
-173,-31,-10
-175,-45,-8
-174,-44,-9
-176,-46,-8
-175,-46,-9
-176,-44,-8
-175,-45,-9
-176,-44,-8
-176,-43,-10
-176,-43,-9
-176,-45,-9
-174,-44,-10
-176,-44,-8
-177,-46,-9
-177,-45,-8
-176,-46,-9
-178,-45,-8
-179,-48,-7
-178,-47,-8
-176,-48,-9
-175,-46,-10
-176,-47,-9
-175,-46,-9
-177,-48,-9
-175,-48,-9
-175,-44,-9
-175,-43,-10
-176,-49,-9
-174,-46,-9
-176,-46,-9
-175,-44,-9
-176,-45,-9
-175,-47,-9
-174,-39,-10
-174,-43,-11
-175,-45,-11
-176,-34,-11
-174,-32,-12
-175,-33,-11
-176,-31,-11
-177,-31,-10
-174,-32,-12
-177,-39,-11
-175,-39,-11
-175,-44,-11
-174,-45,-12
-174,-45,-12
-175,-43,-11
-176,-45,-10
-174,-44,-11
-176,-44,-10
-176,-45,-10
-177,-44,-9
-177,-46,-9
-175,-47,-11
-175,-47,-10
-176,-47,-10
-177,-46,-9
-175,-45,-10
-175,-47,-10
-174,-47,-10
-177,-45,-10
-177,-44,-9
-176,-45,-10
-178,-45,-9
-176,-48,-10
-176,-47,-10
-175,-48,-11
-176,-48,-9
-177,-48,-9
-174,-46,-10
-176,-45,-10
-176,-45,-10
-176,-45,-9
-175,-45,-10
-176,-44,-11
-175,-45,-11
-176,-47,-10
-176,-46,-11
-176,-43,-8
-178,-43,-8
-177,-45,-9
177,-39,-5
-178,-40,-8
-173,-36,-11
-173,-49,-12
-174,-47,-10
-176,-49,-9
-175,-47,-10
-174,-49,-10
-175,-50,-9
-176,-49,-9
0,0,0
-175,-46,-11
-175,-47,-10
-176,-47,-10
-175,-45,-11
-173,-49,-12
-173,-49,-10
-172,-45,-10
-173,-48,-11
-173,-49,-12
-172,-51,-11
-174,-48,-11
0,0,0
-174,-49,-10
-173,-49,-12
-174,-50,-11
-172,-51,-12
-173,-52,-12
-173,-51,-12
-174,-49,-11
-172,-50,-12
-172,-51,-13
-172,-52,-13
-171,-53,-13
-174,-50,-11
-175,-52,-11
-174,-44,-10
-176,-45,-10
-174,-52,-12
-175,-55,-11
-174,-53,-12
-173,-54,-12
-173,-57,-12
-176,-53,-9
-175,-54,-11
-173,-54,-10
-175,-53,-9
-174,-50,-10
-174,-53,-9
-174,-52,-10
-174,-51,-9
-175,-52,-9
-177,-51,-7
-177,-51,-5
-178,-50,-4
-178,-49,-3
-178,-50,-3
-179,-44,-4
-177,-47,-4
-178,-48,-3
-177,-48,-3
-179,-46,-2
-179,-48,-1
-179,-49,-1
178,-48,0
-178,-47,-2
-179,-48,-1
-178,-48,-1
-179,-49,0
-178,-50,-1
178,-49,0
