Y,X,Z
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-134,-3,-18
-136,-5,-18
-135,-10,-21
-138,-8,-19
-140,-10,-20
-145,-11,-19
-143,-13,-20
-143,-16,-22
-142,-14,-19
-144,-13,-19
-145,-15,-20
-144,-15,-19
-145,-19,-20
-146,-16,-18
-143,-17,-19
-145,-17,-18
-145,-18,-18
-146,-15,-17
-146,-17,-17
-147,-16,-16
-147,-17,-16
-147,-16,-15
-146,-19,-17
-148,-16,-14
-147,-20,-17
-149,-17,-15
-149,-17,-14
-149,-13,-12
-150,-14,-13
-149,-17,-14
-152,-12,-10
-149,-15,-13
-148,-16,-13
-149,-16,-13
-149,-17,-14
-149,-16,-12
-149,-17,-13
-150,-14,-11
-149,-17,-13
-149,-14,-11
-149,-14,-11
-150,-14,-11
-148,-17,-11
-150,-16,-11
-149,-18,-13
-150,-17,-11
-149,-17,-12
-149,-18,-12
-150,-17,-12
-150,-17,-11
-150,-17,-11
-149,-18,-12
-147,-20,-13
-149,-17,-12
-150,-18,-12
-150,-14,-9
-150,-19,-12
-150,-16,-10
-152,-14,-9
-151,-15,-9
-150,-18,-10
-149,-16,-9
-151,-16,-9
-151,-15,-8
-149,-17,-9
-149,-20,-11
-151,-17,-9
-149,-19,-10
-150,-17,-9
-151,-17,-9
-152,-15,-7
-152,-15,-7
-152,-13,-5
-153,-12,-6
-152,-14,-7
-151,-18,-9
-153,-13,-5
-152,-15,-6
-155,-10,-3
-152,-15,-7
-151,-19,-10
-152,-17,-8
-153,-15,-7
-152,-15,-7
-151,-16,-8
-152,-15,-7
-153,-13,-6
-152,-16,-7
-153,-11,-5
-154,-11,-6
-153,-16,-8
-155,-10,-5
-156,-11,-5
-155,-11,-6
-154,-12,-6
-157,-9,-5
-153,-14,-8
-157,-10,-6
-156,-13,-7
-156,-10,-6
-157,-8,-5
-157,-12,-6
-157,-7,-4
