Z,X,Y
-82.9517,-19.0176,154.717
-83.1962,-19.1097,154.428
-83.4363,-19.3463,154.051
-83.7965,-19.5003,153.592
-84.0476,-19.4747,153.218
-84.2224,-19.4704,152.955
-84.502,-19.4115,152.618
-84.7125,-19.0105,152.277
-84.8786,-18.4042,152.046
-85.3557,-18.0312,151.806
-86.0244,-18.0429,151.539
-86.5602,-18.0182,151.176
-86.9824,-17.7216,150.768
-87.4039,-17.4023,150.352
-87.8611,-17.2148,149.972
-88.3292,-17.0365,149.658
-88.8645,-16.7615,149.304
-89.5154,-16.3582,148.844
-90.1851,-15.8989,148.323
-90.8035,-15.4839,147.796
-91.3566,-15.1834,147.343
-91.7602,-14.9127,146.98
-92.0029,-14.6814,146.702
-92.1481,-14.5931,146.456
-92.2381,-14.5904,146.065
-92.5091,-14.6519,145.472
-92.8746,-14.5173,144.954
-93.0189,-14.0153,144.699
-93.0386,-13.4574,144.537
-93.2557,-13.1716,144.361
-93.5506,-13.0119,144.174
-93.7826,-12.8794,143.93
-93.9866,-12.8396,143.624
-94.1774,-12.8858,143.261
-94.4151,-12.8767,142.898
-94.6946,-12.669,142.557
-94.853,-12.4572,142.23
-94.8572,-12.4308,142.004
-94.8023,-12.2906,141.843
-94.8228,-11.9285,141.63
-94.968,-11.6449,141.29
-95.2271,-11.457,140.834
-95.5774,-11.1442,140.329
-95.8678,-10.7256,139.85
-95.9885,-10.409,139.48
-96.1264,-10.393,139.118
-96.3333,-10.5238,138.725
-96.4847,-10.5004,138.402
-96.5966,-10.3245,138.219
-96.7426,-10.1883,138.064
-96.952,-10.1252,137.83
-97.2396,-9.78124,137.392
-97.641,-9.20907,136.783
-98.037,-8.67876,136.145
-98.3085,-8.11311,135.581
-98.5088,-7.36657,135.092
-98.6905,-6.60362,134.677
-98.7394,-6.0087,134.27
-98.4404,-5.74212,133.878
-97.825,-5.74412,133.382
-97.1448,-5.86425,132.914
-96.4152,-6.05032,132.571
-95.5941,-6.40961,132.281
-94.7863,-6.94439,131.978
-93.9867,-7.55237,131.642
-93.1167,-8.16956,131.444
-92.2269,-8.75077,131.323
-91.3779,-9.60835,131.244
-90.807,-10.7575,131.369
-90.5347,-11.6115,131.792
-90.4462,-11.9276,132.504
-90.6496,-11.9362,133.225
-91.2084,-11.9729,133.795
-92.0964,-12.074,134.217
-93.3405,-11.8703,134.537
-94.8259,-11.2236,134.847
-96.4188,-10.309,134.985
-98.0758,-9.33924,134.809
-99.9264,-8.46349,134.548
-101.784,-7.44686,134.557
