Z,X,Y
-174.92,-69.672,108.251
-175.245,-70.1889,108.862
-174.717,-70.6518,109.765
-175.017,-70.9534,109.359
-175.763,-71.264,108.423
-175.693,-71.5655,108.411
-175.395,-71.9208,108.801
-176.122,-72.3326,108.197
-177.97,-72.6589,106.352
-179.852,-72.9317,104.533
179.39,-73.212,104.008
179.558,-73.5433,104.323
178.255,-74.0283,103.029
174.19,-74.694,99.0106
170.072,-75.3409,95.059
169.513,-75.7234,94.7818
171.895,-75.8509,97.5136
173.808,-75.9574,99.6777
174.069,-76.0999,100.14
174.577,-76.0995,101.032
176.23,-75.8404,103.333
177.311,-75.7313,105.001
177.319,-75.9749,105.055
177.144,-76.2456,104.54
177.077,-76.3268,104.202
177.176,-76.1816,104.329
178.046,-75.8221,105.314
178.597,-75.4261,105.683
177.94,-74.9591,104.687
177.184,-74.3955,104.104
177.859,-74.2475,105.522
179.878,-74.7944,107.911
-179.661,-75.5335,107.62
176.73,-75.994,102.447
171.305,-76.6034,95.7948
168.433,-78.0476,92.9577
170.468,-80.2671,96.0122
174.871,-82.7479,101.313
173.056,-85.0283,99.5444
155.623,-86.2145,81.6253
139.199,-86.1573,65.1949
141.618,-86.4523,68.4016
162.19,-87.6893,89.3893
179.338,-89.1867,105.517
57.4765,-88.2904,-18.6045
63.0116,-85.3731,-15.031
68.3554,-83.6323,-9.42035
65.2907,-84.3153,-10.4281
43.9447,-85.7776,-30.2718
26.0517,-84.5745,-48.1672
31.8667,-81.4689,-43.1819
38.4949,-78.6352,-37.0915
37.6392,-77.6554,-37.4967
29.4586,-77.7135,-44.9674
24.0905,-76.5462,-50.5913
26.7943,-74.0062,-49.2805
30.9543,-71.6947,-46.3985
32.0463,-70.8725,-45.1997
29.5691,-71.2794,-46.4263
25.4221,-71.5669,-49.5339
23.0723,-70.7132,-51.9843
24.1298,-69.0212,-51.8067
26.8524,-67.3007,-49.8221
28.6286,-65.9697,-47.8307
28.1691,-65.1664,-47.5774
26.9638,-64.3535,-48.7251
27.4362,-62.9327,-49.1221
29.16,-61.1841,-48.4136
30.4574,-59.74,-47.3322
30.6357,-58.7794,-46.5502
29.9992,-58.0812,-46.7603
29.5151,-57.1067,-47.6251
29.4012,-55.767,-48.2556
28.8573,-54.595,-48.7755
27.7992,-53.8092,-49.2847
27.0261,-53.3527,-49.4003
26.8231,-52.8338,-49.2008
26.619,-52.2078,-49.3532
26.1663,-51.645,-49.9984
26.344,-50.9168,-49.9437
27.8243,-49.8796,-47.9486
30.1108,-48.9721,-44.0169
31.9591,-48.2365,-39.65
31.8555,-46.6103,-38.0262
30.2312,-43.3434,-39.9802
29.1017,-38.8828,-42.6914
28.7948,-34.1172,-44.2514
28.2785,-29.5416,-44.6667
26.9599,-25.4996,-43.9789
25.1106,-22.3154,-42.9422
23.2634,-19.9166,-43.1334
21.6922,-17.7922,-44.9355
20.0952,-16.0072,-47.1016
18.5067,-14.9783,-48.044
18.02,-14.3075,-46.4827
18.7155,-13.3904,-43.6317
19.4557,-12.2419,-42.4985
19.7472,-10.9382,-44.094
19.7539,-9.87335,-46.9044
19.4229,-9.3814,-49.0535
18.9438,-9.03054,-49.3019
19.0424,-8.61801,-47.8828
19.582,-8.42886,-46.8676
20.0287,-8.77246,-47.6335
20.5087,-9.49775,-49.2426
21.3465,-10.3394,-49.8209
22.4447,-11.0298,-48.8892
23.0426,-11.4976,-48.0959
22.9954,-12.1934,-48.6143
23.1652,-13.0155,-49.7924
24.1965,-13.6727,-50.4192
25.6461,-14.3016,-50.0386
26.7165,-15.3299,-49.4006
27.3024,-16.5911,-49.1135
27.6546,-17.6246,-49.2606
27.7584,-18.5097,-49.6906
27.7361,-19.4808,-49.7605
28.0433,-20.3907,-49.053
28.451,-21.2528,-48.4468
28.5324,-22.2241,-48.4764
28.8397,-23.0763,-48.1627
29.8072,-23.7955,-47.0428
30.9703,-24.695,-46.0671
31.793,-25.6477,-45.7452
32.2749,-26.4362,-45.7499
32.7537,-27.2174,-45.6356
33.5527,-28.1906,-44.9649
34.6715,-29.1481,-43.7569
35.6198,-29.9517,-42.8007
36.0253,-30.7358,-42.5811
36.2489,-31.4159,-42.589
36.6634,-31.6769,-42.3873
37.2507,-31.6488,-41.9614
37.7708,-31.8411,-41.4103
38.0745,-32.2908,-40.9821
38.4298,-32.7941,-40.6331
38.9479,-33.1654,-40.1607
39.5205,-33.4099,-39.5711
40.2363,-33.8282,-38.9077
41.3601,-34.6302,-38.1269
43.2925,-35.6966,-37.1135
46.6213,-36.7959,-35.301
51.2681,-38.0294,-32.3691
55.8449,-39.5807,-29.7809
58.1835,-40.4144,-29.5198
58.0789,-39.5403,-30.8486
56.5384,-37.6092,-32.3292
53.8252,-35.9325,-34.2871
50.8834,-34.5744,-36.3818
48.5793,-32.8443,-37.9057
47.0683,-31.339,-39.3079
46.3323,-30.9537,-40.528
46.4172,-31.2944,-40.5489
46.8863,-31.508,-39.4333
46.8989,-31.5962,-38.7502
46.177,-31.6222,-39.9325
45.5284,-31.2229,-42.1982
45.3645,-30.3763,-44.1934
45.2238,-29.3108,-45.4846
44.5718,-28.0463,-45.987
43.1714,-26.6562,-46.4314
41.3512,-25.5299,-47.8622
39.8489,-24.6907,-49.9728
39.109,-23.8328,-51.7595
38.5285,-22.9202,-52.9333
37.5809,-22.0445,-53.2828
36.4256,-21.2251,-52.7219
35.3229,-20.6696,-52.2462
34.5059,-20.4246,-52.8348
34.0113,-19.8686,-54.1922
33.2969,-18.3791,-55.7202
32.0354,-16.27,-57.0042
30.5611,-14.4216,-57.5054
29.3663,-13.1597,-56.8111
28.6418,-12.3896,-55.5752
28.0821,-11.9813,-55.2663
27.3517,-11.6272,-56.2457
26.3192,-11.0266,-57.6949
25.1095,-10.3709,-58.822
24.4036,-9.93555,-58.7868
