Z,X,Y
-37.8178,-41.7107,172.644
-36.7318,-40.632,173.626
-35.6546,-39.1781,174.624
-34.9853,-37.1615,175.309
-35.3382,-35.0312,175.14
-36.2121,-33.4228,174.556
-37.0113,-32.3796,174.245
-37.5965,-31.4354,174.259
-37.9713,-30.5698,174.56
-38.3406,-29.7125,174.969
-38.8032,-28.5471,175.172
-39.1073,-27.3803,175.484
-39.3245,-26.338,175.913
-39.7171,-25.1961,176.122
-40.1913,-24.4001,176.363
-40.0727,-23.7383,176.7
-38.8631,-22.4932,176.498
-37.3388,-21.2141,176.406
-36.8479,-20.8169,177.17
-37.2316,-20.6151,178.21
-37.3642,-19.6505,178.811
-36.697,-18.4684,179.322
-35.9447,-17.9981,179.878
-35.7945,-18.1255,-179.378
-35.5186,-18.3354,-178.308
-34.6825,-18.3313,-177.319
-33.7929,-18.3917,-176.809
-33.2832,-18.9183,-176.209
-33.5116,-19.1832,-174.899
-34.624,-18.199,-173.48
-35.9146,-16.9349,-172.501
-36.2902,-17.0033,-171.554
-35.7399,-18.1392,-170.625
-35.3367,-18.7837,-170.364
-35.7095,-18.3035,-170.663
-36.3535,-17.5435,-170.931
-36.5274,-17.5298,-170.903
-36.3457,-18.5853,-170.341
-36.3916,-19.7827,-169.624
-36.5719,-20.0957,-169.35
-36.2297,-19.7588,-169.307
-35.6005,-19.3617,-169.243
-35.1972,-18.8853,-169.158
-35.1551,-18.4973,-168.879
-35.2219,-18.6928,-168.02
-35.1005,-18.9391,-166.896
-34.5411,-18.7324,-166.276
-33.4509,-18.5108,-166.062
-32.4352,-18.3364,-165.828
-32.2992,-17.8198,-165.253
-32.8007,-17.1052,-164.478
-32.889,-16.9627,-163.986
-32.1477,-17.7238,-163.822
-31.319,-18.4188,-163.9
-31.182,-18.2007,-163.925
-31.3938,-17.7522,-163.443
-31.1984,-17.906,-162.691
-30.466,-18.3797,-162.221
-29.9653,-18.4054,-162.331
-29.9733,-18.0846,-162.605
