,Hand_L,Hand_R,Elbow_L,Elbow_R,Forearm_L,Forearm_R,Shoulder_L,Shoulder_R,Shoulder_pitch_L,Shoulder_pitch_R
147,-3297.431087806037,2911.4931371933926,-1576.1887299979503,1257.0767413197684,2070.7234844775517,-2637.9338058938565,-2313.864268379506,2204.5197302988204,849.6410542679532,539.1939189658599
148,-3287.399940855493,2983.5172249627494,-1455.1787366906906,1318.244025858194,2065.029267409563,-2643.529528253209,-2316.186258813497,2192.8031588548583,824.9693114146822,507.0586507783339
149,-2744.0205593086953,3133.9403419528207,-1421.9215157649344,1267.5246995751183,2427.2309567275606,-2651.432992631234,-2317.2728047356086,2187.728859199509,791.9942200983935,449.24867842311704
150,-2590.6893608740947,3156.4853956587617,-1396.5329589495695,1275.4028553174442,2596.7438137177364,-2636.579990663136,-2298.814712619342,2200.5285861426933,687.4392012884962,419.03776834553076
151,-2597.9694720987227,3025.998774020881,-1476.360932264773,1266.3729687457055,2620.1367705143093,-2720.9305867900357,-2284.2309136224985,2207.6478313221255,596.7718306735238,370.80983432589164
152,-2508.1060576805776,2891.3777588883822,-1477.3949034162647,1301.7486695360014,2600.81043222304,-2652.302299369273,-2271.503549401863,2191.2813662763438,529.3031619903431,248.13039619325323
153,-2243.9488553457413,2721.694590242512,-1635.9339149169255,1346.85032629227,2663.400939469552,-2637.301043066312,-2257.773955602474,2175.445780617707,414.3874689772979,227.58483061027226
154,-2391.545362192681,2789.7360296770566,-1504.7635482632004,1345.2200500414904,2536.6001573728618,-2695.73959030332,-2264.8927598865307,2180.6244797235477,401.4570031205024,192.71387288870582
155,-2357.671196824061,2809.36074026127,-1526.3960919637098,1352.44979921342,2625.75825982324,-2700.5529410837626,-2266.6122545148364,2193.0629237666303,318.1980908800664,110.3191562512405
156,-2415.189170179287,2855.479544921516,-1478.3021048199596,1423.884195977174,2591.2712523749838,-2774.6616359717705,-2267.066737144175,2201.717470167373,297.85486579845895,90.07632297897275
157,-2520.16594185227,2869.120263118933,-1460.8195636547719,1413.829845879328,2581.764907637184,-2714.9241065535434,-2263.2549622445426,2202.978634574886,255.72928885382512,76.42922846849902
158,-2471.5368961781674,2879.262108804139,-1462.169795146456,1450.8678234479503,2586.7008525000847,-2751.305036390914,-2255.038253739796,2191.791227136293,218.72131545427968,16.096500788754252
159,-2606.3720571536237,2839.0164644104507,-1498.4802360507097,1532.0874689138939,2489.694114789111,-2530.8920283856405,-2252.9316115058905,2186.7021595884544,195.01393112225352,-3.7194924977003523
160,-2671.0389573992115,2835.7157561239524,-1409.0711688527929,1560.0229651875607,2466.682185198267,-2444.753309605126,-2265.70020519319,2203.6685889494993,127.00261167360271,-35.63219645815347
161,-2666.16292743829,2842.298373530139,-1339.4045333792476,1533.683598257787,2486.3873630208445,-2606.2235485691644,-2243.554412501478,2190.0122820300653,82.38998160098733,-65.2477169799408
162,-2809.0113011833664,2952.5883735164152,-1243.910432851515,1548.6394708421853,2298.8547807890614,-2561.4001354207758,-2255.6027098176223,2200.7847537825296,2.343313404056525,-77.15761998881484
163,-2893.979609576117,2963.116009839529,-1103.0953521708482,1494.8920729546467,2336.4253794117785,-2295.0950217207405,-2248.2395236037614,2256.1999946159417,21.8159735293412,-300.45120001534616
164,-2923.231645936915,2938.1131251118745,-1144.5125754718445,1614.952515387243,2261.5213831352244,-2185.867782355591,-2282.2634547378357,2211.7326210427527,-10.169689550925618,-324.14303384639373
165,-2975.458409720725,2977.6618577698696,-1184.9771075679912,1571.682442143429,2280.1818994689297,-2238.341778553218,-2271.0094606781095,2172.5905430172875,-87.14698015891835,-255.35996395060562
166,-3050.829602198832,2934.8680916075964,-1245.8387378204256,1623.9047056184852,2248.2818921266803,-2203.4703035169596,-2263.1562408457467,2178.719051421444,-180.2960816326747,-256.4969556119869
167,-3020.0911303452112,2869.7885251641546,-1197.2834356728713,1711.6318580610825,2270.3657322101144,-2111.5182586387496,-2260.856742702268,2173.987648414326,-254.43600099117901,-303.89118878206386
168,-2971.7299348170513,2980.852722478787,-1202.910953509723,1806.4819093503795,2298.7950071376563,-2179.9069317575872,-2253.760804746176,2176.0863839681665,-347.3602164461844,-310.1580913704967
169,-2981.619988443458,3427.0581412369693,-1041.5536393289135,1879.041277626489,2297.450852325856,-2179.4715567124435,-2248.8014737799926,2162.9468866818015,-441.0569523601547,-388.77305783675644
170,-2949.652071469592,3625.8918555473447,-899.2954368196632,1725.2886161000524,2384.312478405237,-2199.7923225287286,-2257.812589894421,2188.4733087927216,-462.654160540939,-648.1664377325571
171,-2987.937421363195,3729.5336388887918,-826.9440569903024,1674.0405578914033,2409.4716598629393,-2108.5675991774688,-2254.452841525907,2190.895729666387,-568.950909388008,-827.4758856568291
172,-2951.2562214530094,3805.8339182975674,-928.2185160392183,1716.9722815225432,2396.4431776118445,-2207.2796597650495,-2231.4528035264616,2183.3434087646788,-536.5008965277111,-770.3088250467912
173,-3023.879634452512,3838.3486515839472,-1138.6049855743543,1854.8540549805111,2355.097103548333,-1969.4259486687463,-2215.6560127079724,2165.5083018176174,-562.7710698834696,-549.2849283020322
