A,B,C,D,E,F
-1.78906e-015,20,-9.93923e-016,3.88873e-015,3.18055e-015,1.98785e-016
1.19271e-015,20,-5.36719e-015,-4.29872e-015,-6.36111e-015,1.59028e-015
-2.38542e-015,20,-3.97569e-016,-7.82715e-016,-6.36111e-015,1.98785e-015
-1.98785e-015,20,-1.39149e-015,-6.16232e-015,-6.36111e-015,3.97569e-016
2.18663e-015,20,-5.36719e-015,-3.31722e-015,6.36111e-015,-5.56597e-015
-1.19271e-015,20,1.59028e-015,1.0461e-014,3.18055e-015,3.97569e-016
-2.78299e-015,20,2.78299e-015,2.04375e-015,-9.54166e-015,-1.98785e-016
-5.96354e-016,20,-7.95139e-016,3.21161e-015,-6.36111e-015,-9.93923e-016
1.98785e-016,20,3.77691e-015,-2.02512e-015,6.36111e-015,1.78906e-015
-2.98177e-015,20,5.96354e-016,-4.9075e-015,-3.18055e-015,9.93923e-016
9.93923e-016,20,1.39149e-015,-3.54085e-015,3.18055e-015,1.78906e-015
-3.97569e-016,20,1.39149e-015,2.28602e-015,6.89673e-033,9.93923e-016
-1.39149e-015,20,3.18055e-015,9.44227e-016,1.27222e-014,-1.98785e-015
-5.96354e-016,20,0,7.70291e-016,-3.18055e-015,1.98785e-016
-1.98785e-015,20,-3.97569e-015,-5.11871e-015,6.36111e-015,1.98785e-016
3.57812e-015,20,1.39149e-015,-2.60905e-015,-6.36111e-015,-1.78906e-015
-3.97569e-016,20,-3.18055e-015,4.52235e-015,-8.27607e-033,-1.19271e-015
2.5842e-015,20,4.57205e-015,1.88845e-015,3.18055e-015,-6.95746e-016
-1.98785e-015,20,2.18663e-015,9.44227e-016,-2.06902e-032,-5.96354e-016
1.09332e-015,20,-2.98177e-015,-3.67752e-015,-9.483e-033,4.96962e-016
-2.18663e-015,20,-5.96354e-016,-6.06293e-015,6.36111e-015,1.98785e-015
-2.98177e-016,20,-3.47873e-015,-7.65321e-015,6.36111e-015,-3.97569e-016
-3.08116e-015,20,-2.28602e-015,2.18663e-015,6.36111e-015,2.08724e-015
-1.09332e-015,20,-1.09332e-015,5.61567e-015,9.54166e-015,9.93923e-017
-3.97569e-016,20,9.93923e-017,-3.72721e-015,3.18055e-015,5.96354e-016
-9.93923e-016,20,4.07509e-015,5.1684e-015,-3.18055e-015,-8.94531e-016
9.93923e-017,20,9.93923e-016,-6.4605e-016,-9.54166e-015,-3.97569e-016
-1.98785e-015,20,-7.95139e-016,-1.09332e-015,6.89673e-033,1.98785e-016
-1.59028e-015,20,1.68967e-015,2.5345e-015,1.27222e-014,1.78906e-015
-2.98177e-016,20,-3.97569e-016,-5.06901e-015,-1.08623e-032,-2.08724e-015
2.38542e-015,20,1.68967e-015,8.44835e-016,1.27222e-014,-2.38542e-015
-1.19271e-015,20,8.94531e-016,3.47873e-016,9.54166e-015,1.68967e-015
-8.94531e-016,20,-4.96962e-015,8.44835e-016,2.32765e-033,1.49089e-016
-2.18663e-015,20,5.96354e-016,6.5102e-015,4.36218e-032,1.14301e-015
-1.19271e-015,20,-1.68967e-015,5.31749e-015,1.0552e-031,5.06901e-015
-5.46658e-016,20,9.93923e-016,-6.4605e-016,-3.18055e-015,1.04362e-015
-1.2921e-015,20,3.42904e-015,4.07509e-015,-3.18055e-015,3.72721e-015
1.2921e-015,20,4.96962e-016,7.35503e-015,3.18055e-015,-9.44227e-016
-6.4605e-016,20,5.46658e-016,-1.09332e-015,9.54166e-015,2.03754e-015
-2.16178e-015,20,1.49089e-015,8.74653e-015,-6.36111e-015,2.33572e-015
1.63997e-015,20,1.59028e-015,3.57812e-015,3.18055e-015,-2.88238e-015
-5.96354e-016,20,2.13694e-015,1.2921e-015,-3.18055e-015,2.93207e-015
-2.38542e-015,20,-4.17448e-015,1.88845e-015,4.03459e-032,9.69075e-016
1.04362e-015,20,-7.70291e-016,-8.94531e-016,-3.18055e-015,1.57785e-015
1.11816e-016,20,-1.36664e-015,5.56597e-015,-3.18055e-015,-2.67117e-015
-8.19987e-016,20,-1.11816e-015,2.38542e-015,-3.18055e-015,-1.78906e-015
-1.32937e-015,20,3.18055e-015,-5.76476e-015,6.36111e-015,-1.06847e-015
8.44835e-016,20,-1.83876e-015,-3.08116e-015,-3.18055e-015,-6.08778e-016
-7.70291e-016,20,-1.04362e-015,5.96354e-016,-5.67902e-033,-4.22417e-016
2.48481e-016,20,1.73937e-016,3.77691e-015,-6.36111e-015,7.95139e-016
-1.36664e-015,20,-1.86361e-015,-4.87022e-015,9.54166e-015,1.06847e-015
1.46604e-015,20,-4.94477e-015,-1.98785e-016,-3.87833e-032,1.51573e-015
-2.01269e-015,20,-1.78906e-015,-4.67144e-015,9.54166e-015,1.41634e-015
4.22417e-016,20,-3.2054e-015,3.27995e-015,-3.18055e-015,3.23025e-016
-1.41634e-015,20,3.55328e-015,-1.49089e-015,7.83156e-032,3.16813e-015
-2.43822e-016,20,-1.41789e-015,9.93923e-016,3.18055e-015,-1.17873e-015
5.45105e-016,20,3.19686e-015,-1.2921e-015,1.63782e-032,-1.72151e-015
-2.62768e-015,20,-5.28332e-015,1.39149e-015,3.18055e-015,-1.20979e-015
5.75971e-016,20,-9.34909e-016,-2.08724e-015,3.18055e-015,-2.1745e-015
-3.97569e-016,20,9.34909e-016,-3.37934e-015,9.54166e-015,-1.38994e-015
-1.91641e-015,20,-1.3946e-015,-2.88238e-015,3.18055e-015,4.65902e-017
1.42566e-015,20,1.05604e-016,4.27387e-015,-9.54166e-015,-6.52262e-017
-6.74004e-016,20,0,4.87022e-015,-6.36111e-015,8.94531e-016
-2.16023e-015,20,2.8948e-015,1.39149e-015,-3.18055e-015,4.82208e-015
5.2181e-016,20,-3.22947e-015,-3.67752e-015,6.36111e-015,-1.72384e-016
9.44227e-016,20,-2.03754e-015,-7.55382e-015,-2.61052e-033,1.58407e-016
1.11816e-016,20,8.75895e-016,-1.59028e-015,-3.18055e-015,-5.5287e-016
-8.07563e-016,20,2.48481e-017,-2.08724e-015,-6.36111e-015,-1.67725e-016
-1.27346e-016,20,1.30142e-015,3.67752e-015,3.18055e-015,3.19919e-016
-4.34841e-017,20,1.4474e-015,-5.1684e-015,3.18055e-015,1.21756e-015
3.35449e-016,20,5.28022e-016,7.65321e-015,-6.36111e-015,1.00635e-015
-1.77664e-015,20,-9.06955e-016,-1.49089e-015,-6.36111e-015,1.11195e-015
-2.21769e-015,20,4.2366e-015,3.08116e-015,7.45372e-032,1.92573e-015
-7.64079e-016,20,1.22377e-015,-7.95139e-016,3.18055e-015,-2.42269e-016
7.64079e-016,20,2.77677e-015,1.39149e-015,3.18055e-015,4.23039e-015
6.08778e-016,20,2.11209e-016,5.76476e-015,-6.36111e-015,5.34234e-016
2.8948e-015,20,3.85145e-016,-1.49089e-015,-3.18055e-015,-4.64659e-015
-2.62147e-015,20,1.88845e-015,1.2921e-015,-9.54166e-015,4.84538e-015
9.69075e-016,20,-8.94531e-016,-3.67752e-015,-1.59028e-014,2.60905e-015
-2.73329e-016,20,2.45996e-015,-5.96354e-016,-7.5864e-033,-1.59028e-015
2.98177e-016,20,-2.48481e-016,-3.77691e-015,-1.57763e-032,3.03147e-015
4.96962e-016,20,-4.02539e-015,2.78299e-015,3.18055e-015,-3.72721e-016
-1.31695e-015,20,-5.2181e-016,-2.68359e-015,-3.18055e-015,1.86361e-015
2.48481e-017,20,1.2921e-015,-1.39149e-015,2.90956e-034,-6.70898e-016
-8.69683e-016,20,-2.21148e-015,-2.68359e-015,4.90314e-033,3.23025e-016
1.16786e-015,20,2.28602e-015,2.18663e-015,8.45819e-032,-4.14963e-015
2.48481e-016,20,-1.20513e-015,3.8763e-015,3.18055e-015,-5.34234e-016
1.01877e-015,20,-6.70898e-016,-2.08724e-015,-3.18055e-015,-4.5969e-016
5.09386e-016,20,1.56543e-015,6.36111e-015,-1.18187e-032,1.32937e-015
-2.67117e-016,20,4.28629e-016,7.95139e-016,-3.18055e-015,-5.90142e-016
6.4605e-016,20,-1.01256e-015,-3.8763e-015,-6.36111e-015,-5.5287e-016
7.98245e-016,20,9.81499e-016,-9.93923e-016,-3.18055e-015,2.45375e-016
3.93066e-015,20,-2.74105e-015,-4.07509e-015,-9.54166e-015,-8.18434e-016
6.7711e-016,20,-2.91344e-015,-1.09332e-015,-3.59721e-033,3.04389e-016
1.09953e-015,20,1.0871e-015,8.15017e-015,1.57359e-032,-8.19987e-016
-2.55469e-016,20,1.40741e-015,-9.93923e-017,3.18055e-015,1.27696e-015
1.37286e-015,20,3.66509e-016,-3.47873e-015,6.15476e-032,-2.56867e-015
-8.54153e-016,20,-2.86995e-015,-5.56597e-015,-6.36111e-015,5.8393e-016
1.11816e-016,20,-2.39784e-015,-1.09332e-015,-3.18055e-015,-1.37907e-015
9.44227e-016,20,6.95746e-016,1.78906e-015,6.36111e-015,0
-1.2424e-016,20,-2.48481e-017,2.48481e-015,3.18055e-015,1.26725e-015
1.73937e-015,20,1.10574e-015,3.18055e-015,-3.18055e-015,-7.33018e-016
1.2424e-016,20,1.4971e-015,-6.95746e-016,3.18055e-015,9.6131e-016
-1.79683e-015,20,1.47535e-016,-4.96962e-015,3.18055e-015,-1.21911e-016
7.31465e-016,20,-2.58575e-015,1.2921e-015,1.39776e-032,-1.09487e-015
1.41945e-015,20,1.87914e-015,6.95746e-016,-3.18055e-015,-5.18704e-016
-8.94531e-016,20,-2.62147e-015,3.57812e-015,-4.07338e-032,-2.60905e-015
-1.35422e-015,20,1.57785e-015,6.95746e-015,3.18055e-015,4.96962e-016
-4.09993e-016,20,1.61513e-016,-3.8763e-015,3.18055e-015,1.77664e-015
-1.963e-015,20,8.07563e-016,-1.2921e-015,1.27222e-014,5.46658e-016
-4.96962e-016,20,1.04362e-015,-6.55989e-015,-3.18055e-015,3.60297e-016
7.70291e-016,20,-3.67752e-015,-7.95139e-016,6.36111e-015,-1.67725e-016
-2.87306e-016,20,-2.45375e-016,-2.98177e-015,3.18055e-015,2.79541e-017
-4.34841e-017,20,2.47704e-015,5.96354e-015,6.36111e-015,2.76435e-015
-9.62863e-017,20,-1.45982e-015,-6.95746e-016,-1.27222e-014,8.69683e-016
-6.04556e-016,20,-5.50259e-015,5.96354e-016,3.18055e-015,-1.06546e-015
-4.47266e-016,20,-5.65294e-016,-4.17448e-015,-9.54166e-015,1.98785e-016
4.16205e-016,20,-1.14612e-015,-1.98785e-015,-6.36111e-015,-4.7522e-016
-2.52053e-015,20,-2.50344e-015,3.97569e-015,7.52876e-032,1.71141e-015
5.62188e-016,20,-2.16023e-015,-0,-3.18055e-015,-5.75388e-016
1.82478e-016,20,6.69345e-016,-3.08116e-015,6.36111e-015,2.0422e-016
-1.25328e-015,20,-3.72721e-015,2.08724e-015,-3.18055e-015,1.01722e-015
1.31462e-015,20,1.31462e-015,3.37934e-015,3.18055e-015,-3.79787e-015
1.7549e-015,20,-1.46604e-015,2.98177e-015,-6.36111e-015,-3.10601e-016
-1.05604e-016,20,2.13072e-015,-1.98785e-016,6.36111e-015,9.93923e-016
-2.95692e-015,20,-1.49089e-015,2.98177e-016,-2.03895e-031,-3.95085e-015
8.19987e-016,20,-6.21202e-016,7.65321e-015,1.70694e-032,-1.19271e-015
2.48481e-016,20,4.72114e-016,3.08116e-015,3.18055e-015,-1.44119e-015
-2.98177e-016,20,7.45443e-016,-2.38542e-015,6.36111e-015,9.93923e-016
-7.45443e-017,20,1.98785e-016,6.4605e-015,3.18055e-015,-1.51573e-015
8.94531e-016,20,1.98785e-015,-3.97569e-016,-9.54166e-015,7.95139e-016
-1.09332e-015,20,-8.44835e-016,-1.49089e-015,-2.37075e-033,-1.2424e-016
-1.09332e-015,20,-2.93207e-015,-8.94531e-016,1.8966e-032,9.93923e-016
-2.48481e-016,20,7.45443e-016,-4.47266e-015,-6.36111e-015,-1.98785e-016
-6.95746e-016,20,-2.23633e-015,-0,3.18055e-015,-1.39149e-015
-9.69075e-016,20,-9.93923e-017,5.36719e-015,-5.4635e-033,-3.23025e-016
-5.96354e-016,20,3.52843e-015,4.57205e-015,-3.18055e-015,2.93207e-015
8.94531e-016,20,-4.96962e-016,5.96354e-016,-5.04323e-033,3.23025e-016
9.56651e-016,20,-3.32964e-015,-6.26172e-015,6.36111e-015,1.19271e-015
5.90142e-016,20,-9.44227e-016,-1.98785e-015,3.18055e-015,2.91965e-016
1.47846e-015,20,1.15544e-015,2.48481e-015,-6.36111e-015,-6.21202e-016
2.98177e-016,20,2.62147e-015,-7.25564e-015,6.36111e-015,9.93923e-017
-2.36057e-016,20,-2.59662e-015,-6.06293e-015,-3.99256e-033,-9.69075e-016
-1.57785e-015,20,9.06955e-016,5.96354e-016,6.36111e-015,1.32937e-015
1.27346e-015,20,-1.63997e-015,4.87022e-015,-7.86995e-033,3.54085e-016
1.51263e-015,20,-4.2366e-015,6.65929e-015,-9.54166e-015,-2.97711e-015
1.19892e-015,20,9.00743e-017,-3.67752e-015,-1.27222e-014,-1.46914e-015
2.12762e-015,20,-5.34234e-016,7.95139e-016,-3.18055e-015,-1.53748e-015
-1.28899e-015,20,-7.20594e-016,-9.93923e-017,6.36111e-015,1.09332e-015
-1.01877e-015,20,2.4289e-015,-1.68967e-015,3.18055e-015,7.33018e-016
1.89001e-015,20,-7.57867e-016,2.5842e-015,3.18055e-015,-7.45443e-017
1.43498e-015,20,-1.19271e-015,-1.68967e-015,-9.54166e-015,-8.07563e-016
-1.42876e-015,20,-3.35449e-016,-9.93923e-017,1.88987e-032,7.57867e-016
-5.59082e-016,20,-1.63376e-015,-2.98177e-016,3.18055e-015,-2.79541e-016
-4.16205e-016,20,-3.72721e-017,7.25564e-015,9.54166e-015,-1.64619e-016
-4.96962e-016,20,1.88845e-015,-9.93923e-017,-6.36111e-015,6.21202e-018
-1.11816e-016,20,7.45443e-017,-3.97569e-015,-9.54166e-015,6.27414e-016
-1.13059e-015,20,-1.963e-015,9.93923e-017,-6.36111e-015,6.95746e-016
4.72114e-016,20,-5.96354e-016,-1.68967e-015,9.54166e-015,-9.44227e-016
-1.39149e-015,20,-3.97569e-016,5.96354e-016,6.36111e-015,2.31087e-015
7.70291e-016,20,-2.48481e-016,2.28602e-015,3.18055e-015,-6.21202e-016
-2.73329e-016,20,-1.2424e-015,-6.4605e-015,-5.57126e-033,-1.16786e-015
3.47873e-016,20,-5.2181e-016,-6.95746e-015,-3.18055e-015,-1.98785e-016
-2.28602e-015,20,-2.03754e-015,1.2921e-015,3.18055e-015,-1.73937e-016
2.48481e-017,20,1.49089e-016,2.38542e-015,-4.41822e-034,1.01877e-015
1.2921e-015,20,-4.96962e-016,-1.78906e-015,-1.27222e-014,-7.95139e-016
5.96354e-016,20,-1.73937e-015,-2.88238e-015,-3.18055e-015,1.54058e-015
1.68967e-015,20,-2.93207e-015,-4.47266e-015,3.18055e-015,-2.23633e-015
1.09332e-015,20,-8.94531e-016,-7.95139e-016,-6.36111e-015,-9.44227e-016
-6.4605e-016,20,-2.08724e-015,9.0447e-015,1.59028e-014,5.96354e-016
-5.46658e-016,20,1.44119e-015,1.39149e-015,6.36111e-015,1.39149e-015
-9.44227e-016,20,3.97569e-016,-3.18055e-015,-6.36111e-015,1.59028e-015
-2.68359e-015,20,2.18663e-015,9.93923e-016,3.18055e-015,1.83876e-015
1.98785e-016,20,-3.97569e-016,1.68967e-015,3.7932e-033,-1.09332e-015
2.98177e-016,20,1.04362e-015,5.36719e-015,-3.18055e-015,1.73937e-015
2.98177e-016,20,-1.71452e-015,5.1684e-015,1.27222e-014,-3.72721e-016
-7.20594e-016,20,-1.39149e-015,7.25564e-015,-3.18055e-015,-4.96962e-017
2.48481e-016,20,-3.68994e-015,-6.85807e-015,2.31687e-033,-5.34234e-016
-8.07563e-016,20,2.48481e-015,9.14409e-015,-5.25337e-033,-3.72721e-016
-7.3923e-016,20,1.57785e-015,-6.95746e-015,-6.36111e-015,1.14301e-015
-1.35175e-015,20,-7.92057e-016,-7.95139e-016,-7.41985e-033,-3.14502e-016
-4.65902e-016,20,-2.47238e-015,3.97569e-016,-3.18055e-015,-1.90088e-015
1.25483e-015,20,2.4289e-015,3.18055e-015,4.44879e-032,-2.03133e-015
2.23633e-016,20,-3.55328e-015,5.46658e-015,-3.18055e-015,1.56543e-015
-1.3418e-015,20,-2.93207e-015,3.37934e-015,-6.36111e-015,2.23633e-016
-9.19379e-016,20,-9.93923e-017,-5.96354e-015,3.18055e-015,-2.73329e-016
-2.19906e-015,20,1.93815e-015,3.77691e-015,-3.18055e-015,9.19379e-016
-1.71452e-015,20,-5.59082e-016,4.96962e-015,6.36111e-015,7.57867e-016
8.07563e-016,20,2.55935e-015,-3.97569e-016,2.27646e-032,-1.61513e-015
-6.9264e-016,20,-1.29831e-015,-1.09332e-015,1.27222e-014,1.49089e-016
5.65294e-016,20,-8.35517e-016,3.08116e-015,-3.18055e-015,-1.55611e-015
-1.70209e-015,20,-1.56543e-015,3.97569e-016,-6.36111e-015,-1.49089e-016
-6.70898e-016,20,3.50358e-015,8.24956e-015,1.86212e-032,1.59028e-015
-8.94531e-016,20,-4.47266e-016,7.65321e-015,3.18055e-015,3.47873e-016
-1.09332e-015,20,7.45443e-016,1.59028e-015,-3.18055e-015,5.46658e-016
4.96962e-017,20,-1.49089e-015,1.98785e-016,-1.29314e-034,1.49089e-016
2.18663e-015,20,6.4605e-016,3.08116e-015,2.8449e-032,-7.45443e-016
1.68967e-015,20,1.49089e-016,5.46658e-015,-3.18055e-015,-4.96962e-017
8.44835e-016,20,-8.44835e-016,4.96962e-016,-3.18055e-015,-1.14301e-015
-6.4605e-016,20,-4.07509e-015,-3.08116e-015,-5.60359e-033,-4.96962e-016
-1.3418e-015,20,3.97569e-016,-3.8763e-015,3.18055e-015,2.83268e-015
1.04362e-015,20,9.93923e-017,2.88238e-015,3.18055e-015,-8.44835e-016
4.96962e-017,20,-3.97569e-015,-1.98785e-016,-3.18055e-015,3.47873e-016
-0,20,1.98785e-015,4.77083e-015,-3.18055e-015,2.18663e-015
2.88238e-015,20,-5.46658e-015,-4.42296e-015,-3.18055e-015,-5.96354e-016
-7.95139e-016,20,4.77083e-015,4.47266e-015,3.18055e-015,1.78906e-015
2.68359e-015,20,-2.38542e-015,4.82053e-015,1.27222e-014,9.93923e-017
-6.95746e-016,20,1.68967e-015,5.46658e-015,9.54166e-015,7.95139e-016
-1.59028e-015,20,2.18663e-015,-3.926e-015,-3.18055e-015,-3.97569e-016
-1.09332e-015,20,-1.78906e-015,4.96962e-017,3.18055e-015,1.88845e-015
-2.38542e-015,20,3.47873e-015,3.57812e-015,3.18055e-015,3.08116e-015
7.95139e-016,20,-1.98785e-016,-1.54058e-015,3.18055e-015,-3.97569e-016
2.78299e-015,20,1.09332e-015,1.49089e-015,-3.18055e-015,-6.95746e-016
-4.96962e-016,20,1.98785e-016,-1.44119e-015,-1.72418e-033,-1.98785e-016
1.19271e-015,20,-3.97569e-016,4.57205e-015,-1.24141e-032,5.96354e-016
1.98785e-015,20,1.59028e-015,-1.54058e-015,-3.18055e-015,-2.28602e-015
-6.95746e-016,20,3.18055e-015,-2.38542e-015,-3.18055e-015,1.19271e-015
-2.18663e-015,20,-5.76476e-015,1.93815e-015,-7.96572e-032,-2.08724e-015
-9.93923e-016,20,-1.19271e-015,-2.68359e-015,3.18055e-015,9.93923e-017
-3.47873e-015,20,-9.93923e-016,-1.2424e-015,1.02589e-031,1.68967e-015
1.39149e-015,20,3.97569e-015,6.16232e-015,-5.79325e-032,2.38542e-015
3.97569e-016,20,5.96354e-016,1.73937e-015,-8.27607e-033,1.19271e-015
1.09332e-015,20,3.97569e-016,-3.8266e-015,-9.54166e-015,4.96962e-016
1.39149e-015,20,1.39149e-015,4.22417e-015,3.18055e-015,-1.68967e-015
1.59028e-015,20,-3.57812e-015,-4.96962e-016,-3.18055e-015,-3.97569e-016
3.97569e-016,20,-7.95139e-016,-2.98177e-016,6.36111e-015,-5.96354e-016
-2.98177e-015,20,-2.78299e-015,3.47873e-015,3.18055e-015,1.59028e-015
5.96354e-016,20,-4.57205e-015,-7.50412e-015,6.36111e-015,-7.95139e-016
-1.39149e-015,20,1.78906e-015,-4.72114e-016,6.36111e-015,-1.98785e-016
1.39149e-015,20,-1.78906e-015,-7.95139e-016,-3.18055e-015,-2.18663e-015
2.78299e-015,20,-1.19271e-015,-2.70844e-015,-3.86217e-032,7.95139e-016
-1.98785e-015,20,3.97569e-016,-2.45996e-015,6.89673e-032,1.98785e-015
1.19271e-015,20,-9.93923e-016,-3.3048e-015,-3.18055e-015,-1.19271e-015
-3.97569e-016,20,-2.18663e-015,1.88845e-015,-6.89673e-033,-9.93923e-016
1.78906e-015,20,7.95139e-016,4.57205e-015,-6.36111e-015,-1.98785e-016
-3.97569e-016,20,-1.39149e-015,7.35503e-015,3.18055e-015,2.5842e-015
-9.93923e-016,20,3.97569e-016,-9.69075e-016,-6.36111e-015,3.97569e-016
-5.96354e-016,20,-3.18055e-015,-2.68359e-015,8.27607e-033,7.95139e-016
-2.5842e-015,20,-6.55989e-015,-1.98785e-015,9.54166e-015,2.5842e-015
-7.95139e-016,20,-1.98785e-016,2.5345e-015,-6.89673e-033,-4.96962e-016
-1.2921e-015,20,-3.97569e-016,-1.63997e-015,3.18055e-015,1.19271e-015
-1.88845e-015,20,-3.57812e-015,6.60959e-015,-2.29316e-032,-6.95746e-016
-1.98785e-015,20,-4.96962e-016,5.51627e-015,8.96575e-032,2.5842e-015
-2.98177e-016,20,2.78299e-015,1.59028e-015,-3.18055e-015,-1.98785e-016
7.95139e-016,20,2.78299e-015,6.90777e-015,6.36111e-015,1.98785e-016
1.98785e-015,20,-3.97569e-016,5.11871e-015,-7.24157e-032,2.08724e-015
-5.06901e-015,20,4.37326e-015,6.31141e-015,-9.54166e-015,9.93923e-016
1.19271e-015,20,-4.07509e-015,-5.26779e-015,5.58635e-032,-2.68359e-015
-5.96354e-016,20,1.19271e-015,-2.43511e-015,3.18055e-015,3.18055e-015
1.39149e-015,20,-9.93923e-016,-4.27387e-015,-3.18055e-015,5.96354e-016
2.98177e-016,20,3.18055e-015,-8.94531e-016,-3.18055e-015,1.98785e-015
-3.8763e-015,20,1.78906e-015,5.06901e-015,3.63113e-031,5.36719e-015
6.95746e-016,20,2.48481e-015,-2.88238e-015,-1.6897e-032,1.39149e-015
1.98785e-016,20,2.68359e-015,5.66536e-015,-5.17255e-033,1.49089e-015
-0,20,2.88238e-015,1.2424e-015,3.18055e-015,2.38542e-015
-5.26779e-015,20,-8.94531e-016,2.68359e-015,3.18055e-015,1.2921e-015
-1.09332e-015,20,-9.93923e-017,-1.19271e-015,6.36111e-015,6.95746e-016
-5.96354e-016,20,-2.18663e-015,-9.93923e-016,-3.18055e-015,9.93923e-017
2.18663e-015,20,2.38542e-015,5.56597e-015,3.18055e-015,-1.78906e-015
-2.98177e-015,20,-2.18663e-015,1.24737e-014,3.18055e-015,-3.97569e-016
3.97569e-016,20,-8.94531e-016,-6.36111e-015,-2.89663e-032,4.17448e-015
-1.78906e-015,20,3.97569e-016,6.36111e-015,-6.36111e-015,1.88845e-015
-3.18055e-015,20,9.93923e-017,-1.39149e-015,3.18055e-015,0
-2.78299e-015,20,2.38542e-015,2.18663e-015,-3.18055e-015,-9.93923e-016
-5.96354e-016,20,8.94531e-016,-1.39149e-015,1.27222e-014,5.96354e-016
-4.47266e-016,20,4.17448e-015,-3.08116e-015,-3.18055e-015,1.44119e-015
-1.98785e-016,20,0,6.26172e-015,-9.54166e-015,6.95746e-016
-2.78299e-015,20,2.48481e-015,3.27995e-015,-6.36111e-015,4.47266e-016
-1.88845e-015,20,3.03147e-015,4.87022e-015,-3.18055e-015,3.18055e-015
-1.09332e-015,20,8.94531e-016,2.98177e-016,-3.18055e-015,-3.37934e-015
-1.39149e-015,20,1.49089e-015,1.67973e-014,3.18055e-015,2.5842e-015
-3.77691e-015,20,8.94531e-016,-5.96354e-016,-3.18055e-015,5.1684e-015
-0,20,-4.44781e-015,-1.19271e-014,0,4.72114e-016
-6.83322e-016,20,1.14301e-015,-2.88238e-015,6.36111e-015,2.83268e-015
7.57867e-016,20,-3.60918e-015,3.47873e-015,-2.0542e-033,1.55301e-016
-1.11816e-015,20,-1.72694e-015,-6.65929e-015,-4.41283e-032,-2.26118e-015
-2.85753e-015,20,4.38569e-015,1.88845e-015,6.36111e-015,5.8393e-016
-2.85753e-015,20,4.39811e-015,3.18055e-015,6.36111e-015,4.96962e-017
2.73329e-016,20,1.26725e-015,-1.49089e-015,-6.36111e-015,-6.21202e-016
-7.45443e-016,20,1.26725e-015,3.47873e-015,-3.18055e-015,2.26118e-015
-2.48481e-017,20,-2.48481e-016,2.48481e-015,-3.18055e-015,-2.28602e-015
-1.2424e-015,20,-2.28602e-015,1.39149e-015,6.36111e-015,-1.49089e-016
-9.93923e-016,20,9.93923e-016,-1.59028e-015,1.63797e-032,9.44227e-016
1.98785e-016,20,1.2424e-015,4.27387e-015,-3.18055e-015,9.93923e-017
-4.96962e-016,20,-2.83268e-015,1.15295e-014,-6.89673e-033,-7.95139e-016
4.47266e-016,20,-5.96354e-016,2.98177e-015,3.18055e-015,-4.96962e-016
1.04362e-015,20,-2.18663e-015,3.77691e-015,4.1639e-032,-2.28602e-015
-1.14301e-015,20,-3.77691e-015,1.19271e-015,-3.18055e-015,1.63997e-015
-5.96354e-016,20,2.18663e-015,-2.78299e-015,3.10353e-033,2.98177e-016
-7.95139e-016,20,-6.06293e-015,4.57205e-015,-6.36111e-015,-3.97569e-016
-0,20,-1.49089e-015,-5.56597e-015,3.18055e-015,-1.68967e-015
-4.96962e-016,20,-9.93923e-016,3.97569e-015,1.59028e-014,1.39149e-015
-1.2921e-015,20,5.96354e-016,-3.97569e-015,-6.36111e-015,-4.96962e-016
-3.08116e-015,20,-1.68967e-015,5.76476e-015,8.01745e-032,1.49089e-015
-3.97569e-016,20,2.08724e-015,6.75868e-015,3.18055e-015,-9.93923e-016
1.49089e-015,20,-6.95746e-016,-5.1684e-015,-6.36111e-015,-9.93923e-017
-1.19271e-015,20,-3.08116e-015,9.93923e-016,4.96564e-032,2.38542e-015
-1.98785e-016,20,-4.27387e-015,-7.55382e-015,3.18055e-015,2.18663e-015
-5.96354e-016,20,2.38542e-015,8.94531e-015,6.36111e-015,1.09332e-015
1.98785e-016,20,-2.08724e-015,-2.98177e-015,-3.7932e-033,1.09332e-015
2.5842e-015,20,-1.98785e-016,6.55989e-015,8.51746e-032,-1.88845e-015
-3.08116e-015,20,2.08724e-015,1.59028e-015,3.18055e-015,5.96354e-016
-1.78906e-015,20,1.78906e-015,-6.36111e-015,6.36111e-015,-4.96962e-016
-1.78906e-015,20,-3.37934e-015,3.97569e-015,-3.18055e-015,1.39149e-015
-2.13694e-015,20,-3.47873e-015,-2.28602e-015,6.36111e-015,2.98177e-016
1.59028e-015,20,-4.67144e-015,5.76476e-015,3.31043e-032,-1.19271e-015
-1.2424e-015,20,2.6339e-015,8.74653e-015,4.84926e-032,2.23633e-015
1.49089e-015,20,1.54058e-015,-1.88845e-015,-5.94843e-032,2.28602e-015
-2.48481e-016,20,-7.45443e-016,1.39149e-015,1.18538e-032,2.73329e-015
-1.2424e-016,20,2.98177e-016,3.47873e-015,-3.18055e-015,1.51573e-015
-1.06847e-015,20,-1.73937e-016,5.46658e-015,-3.18055e-015,7.70291e-016
-1.19581e-015,20,1.17097e-015,-3.37934e-015,6.36111e-015,2.15557e-015
-1.49089e-015,20,-3.97569e-016,-3.18055e-015,-6.36111e-015,-5.96354e-016
2.18663e-015,20,6.4605e-016,2.48481e-015,3.18055e-015,-2.18663e-015
-1.98785e-016,20,1.59028e-015,-2.78299e-015,-6.36111e-015,1.04362e-015
